ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
2838,MicroEnergy Credits – Microfinance for Clean Energy Product Lines – Africa – Solar Lamps & Efficient cook stoves – 10341 –CPA - 0004,MicroEnergy Credits Corp,Energy demand; Energy industries (renewable/non-renewable sources),,AMS-II.G.; AMS-III.AR,Registered,Uganda,"52,430",Africa,2023-01-30,2018-12-01,2025-11-30
2839,MicroEnergy Credits – Microfinance for Clean Energy Product Lines – Africa – Solar Lamps & Efficient cook stoves – 10341 –CPA - 0005,MicroEnergy Credits Corp,Energy demand; Energy industries (renewable/non-renewable sources),,AMS-II.G.; AMS-III.AR,Registered,Uganda,"14,645",Africa,2023-01-30,2019-11-10,2026-11-09
2831,SHANDONG LIJIN BREEDING SWINE FARM BIOGAS RECOVERY PROJECT,"Lijin Huayu Breeding Swine Co., Ltd.",Waste handling and disposal,,AMS-III.D.,Registered,China,"17,727",Asia,2023-02-20,2022-06-01,2029-05-31
2833,Grouped Reforestation Project by Cropzone Agro Forestry Private Limited,CropZone Agro Forestry Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,India,"10,673",Asia,2023-09-12,2017-06-04,2117-06-03
2830,Huineng Low Concentration Coal Mine Methane Utilization Project,"Beijing Yonder Environmental Energy Technology Co., Ltd","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,"352,106",Asia,2022-01-08,,
2828,Improved Cooking Stove Programme in Burundi,POWA S.A,Energy demand,,AMS-II.G.,Registered,Burundi,"506,373",Africa,2022-12-15,2018-11-02,2025-11-01
2792,Restoration of Degraded Mangroves and Sustainable Development in Myanmar,Worldview International Foundation,Agriculture Forestry and Other Land Use,ARR,AR-AM0014,Registered,Myanmar,"70,285",Asia,2024-02-07,2020-09-01,2040-08-31
2825,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-006,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",Africa,2024-05-26,2019-09-28,2029-09-27
2826,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-007,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",Africa,2024-05-27,2020-01-01,2029-12-31
2827,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-008,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",Africa,2024-05-27,2020-03-12,2030-03-11
2789,UpEnergy-Social and Climate Impact Programme-Uganda 1,UpEnergy Group,Energy demand,,VMR0006,Registered,Uganda,"742,688",Africa,2024-03-12,2022-05-09,2029-05-08
2774,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-016,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",Africa,2024-05-26,2021-11-16,2031-11-15
2775,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-017,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",Africa,2024-05-27,2021-04-29,2031-04-28
2776,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-018,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",Africa,2024-05-28,2020-12-01,2030-11-30
2777,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-019,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",Africa,2024-05-27,2021-10-04,2031-10-03
2778,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-020,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",,2024-05-27,2022-05-04,2032-05-03
2779,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-021,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",Africa,2024-05-28,2020-12-17,2030-12-16
2780,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-022,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,"37,950",Africa,2024-05-27,2022-10-01,2032-09-30
2768,Associated Gas Recovery and Utilization at Khamilah oil field area at Block-27 in Wilayat lbri of the Sultanate of Oman,OQ Trading Limited,"Fugitive emissions from fuels (solid, oil and gas)",,AM0009,Registered,Oman,"473,826",Middle East,2022-08-24,2020-01-05,2030-01-04
2763,Waste Energy project in Dadra & Nagar Haveli(D&NH),3R Management (P) Ltd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,India,"90,808",Asia,2024-06-28,2020-02-26,2030-02-25
2762,Guizhou Xintian CMM Power Generation Project,"Yonggui Energy Development Co., Ltd. Xintian Branch",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"634,610",Asia,2022-10-07,2020-09-26,2030-09-25
2753,Sustainable Biogas Project for Community Empowerment,Green Solutions,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.E.,Registered,India,"38,236",Asia,2023-10-04,2020-11-01,2027-10-31
2752,Waste Energy project in Andhra Pradesh & Rajasthan,MAHINDRA WASTE TO ENERGY SOLUTIONS LTD.,Waste handling and disposal,,ACM0002,Registered,India,"21,855",Asia,2024-08-02,2020-02-01,2030-01-31
2748,Zhangye Improved Grassland Management Project,Zhangye Academy of Forestry Sciences,Agriculture Forestry and Other Land Use,ALM,VM0026,Registered,China,"736,006",Asia,2022-11-03,2017-07-25,2057-07-24
2749,DelAgua Clean Cooking Grouped Project,DelAgua Health Rwanda (Voluntary) Limited,Energy demand,,VMR0006,Registered,Rwanda,"545,712",Africa,2023-02-08,2019-01-01,2025-12-31
2746,Guangzhou Eastern Solid Resource Recycling Center MSW Integrated treatment Plant Project,"Guangzhou LEO-KING Environmental Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,China,"359,014",Asia,2022-08-23,2020-04-01,2027-03-31
2744,The Paraguayan Chaco Neem Reforestation Project,El Retiro S.A.,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Paraguay,"12,211",Latin America,2024-06-20,2020-05-18,2050-05-17
2745,Wuwei City Afforestation Project in Gansu Province,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,"63,352",Asia,2022-12-23,2017-09-20,2077-09-19
2739,Reducing Gas Leakages within the Pashchimanchal Gas Distribution Network in Bangladesh,Multiple Proponents,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Registered,Bangladesh,"371,861",Asia,2022-09-27,2020-01-19,2030-01-18
2740,Dekang AWMS GHG Mitigation Project in Sichuan Province,DEKON FOOD AND AGRICULTURE GROUP,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"456,897",Asia,2022-09-01,2020-06-22,2030-06-21
2741,Dekang AWMS GHG Mitigation Project in Guizhou Province,DEKON FOOD AND AGRICULTURE GROUP,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"427,200",Asia,2022-09-01,2020-06-30,2030-06-29
2736,Reducing Gas Leakages within the Bakhrabad Gas Distribution Network in Bangladesh,Multiple Proponents,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Registered,Bangladesh,"1,387,409",Asia,2022-10-27,2019-01-28,2029-01-27
2737,Reducing Gas Leakages within the Jalalabad Gas Distribution Network in Bangladesh,Multiple Proponents,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Registered,Bangladesh,"1,054,305",Asia,2022-09-27,2019-01-20,2029-01-19
2738,Reducing Gas Leakages within the Karnaphuli Gas Distribution Network in Bangladesh,Multiple Proponents,"Fugitive emissions from fuels (solid, oil and gas)",,AM0023,Registered,Bangladesh,"839,133",Asia,2022-09-27,2019-01-06,2029-01-05
2731,Xuzhou Yanqun MSW Landfill Site LFG Recovery to Power Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,"101,798",Asia,2022-08-15,2020-10-24,2030-10-23
2725,Solar Home Systems In Lagos - Tranche 1,Solynta Energy Limited,Energy demand; Energy industries (renewable/non-renewable sources),,AMS-I.F.,Registered,Nigeria,"17,753",Africa,2024-08-27,2020-10-15,2027-10-14
2723,CONDOTO REDD+,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Colombia,"249,943",Latin America,2023-08-28,2019-01-08,2049-01-07
2710,"Soil carbon improvement Project through Grassland Management, in South Africa",WeAct Pty Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0026,Registered,South Africa,"254,936",Africa,2024-06-13,2018-07-01,2038-06-30
2711,Distribution of Improved Cook Stoves in Sub-Saharan Africa-Malawi-CPA-002,C-Quest Capital Malaysia Global Stoves Limited,Energy demand,,VMR0006,Registered,Malawi,"75,815",Africa,2022-08-16,2018-07-18,2028-07-17
2712,Distribution of Improved Cook Stoves in Sub-Saharan Africa-Malawi-CPA-006,Multiple Proponents,Energy demand,,VMR0006,Registered,Malawi,"967,622",Africa,2022-08-16,2019-06-05,2029-06-04
2713,Distribution of Improved Cook Stoves in Sub-Saharan Africa-Zambia-CPA-007,Multiple Proponents,Energy demand,,VMR0006,Registered,Zambia,"745,275",Africa,2024-10-18,2019-01-01,2028-12-31
2706,Shuangbaotai AWMS GHG Mitigation Project in Jiangsu Province,"Shuangbaotai Animal Husbandry Group Co., Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"150,212",Asia,2022-12-16,2020-06-10,2030-06-09
2707,ICS distribution for Improving life style of Malagasy Community,PA Research & Consultants Pvt. Ltd.,Energy demand,,VMR0006,Registered,Madagascar,"313,237",Africa,2022-12-02,2022-08-30,2032-08-29
2708,BluSmart EV Project in India,BluSmart Mobility Private Limited,Energy industries (renewable/non-renewable sources); Transport,,AMS-I.F.; AMS-III.C.,Registered,India,"25,251",Asia,2022-07-17,2020-02-05,2030-02-04
2696,Zhengbang AWMS GHG Mitigation Project in Guangdong Province,Jiangxi Zhengbang Technology Co. Ltd,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"206,667",Asia,2022-12-15,2020-05-20,2030-05-19
2697,Zhengbang AWMS GHG Mitigation Project in Sichuan Province,Jiangxi Zhengbang Technology Co. Ltd,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"98,412",Asia,2022-12-15,2020-05-15,2030-05-14
2700,SHINE - Distribution of LED lightbulbs in India-6,Brightspark Energy Pvt. Ltd.,Energy demand,,AMS-II.C.,Registered,India,"1,141,778",Asia,2022-11-29,2021-03-25,2031-03-24
2701,SHINE - Distribution of LED lightbulbs in India-7,Brightspark Energy Pvt. Ltd.,Energy demand,,AMS-II.C.,Registered,India,"55,903",Asia,2022-11-29,2021-12-14,2031-12-13
2695,SHINE - Distribution of LED lightbulbs in India-5,Brightspark Energy Pvt. Ltd.,Energy demand,,AMS-II.C.,Registered,India,"952,806",Asia,2022-11-29,2021-03-19,2031-03-18
2691,Aonong AWMS GHG Mitigation Project in Jiangxi Province,Fujian Aonong Biological Technology Group Incorporation Limited,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"432,191",Asia,2022-12-27,2020-04-25,2030-04-24
2692,Aonong AWMS GHG Mitigation Project in Fujian Province,Fujian Aonong Biological Technology Group Incorporation Limited,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal",,ACM0010,Registered,China,"451,807",Asia,2023-01-11,2020-05-01,2030-04-30
2693,Yizheng Zhongxing Recycled PET Project,"Yizheng Zhongxing Environmental Protection Technology Co., Ltd.",Waste handling and disposal,,AMS-III.AJ.,Registered,China,"59,876",Asia,2022-08-05,2020-08-01,2027-07-31
2679,Jiyuan MSW Landfill Site LFG Recovery to Power Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,"32,397",Asia,2022-09-09,,
2680,Yichang Huangjiawan MSW Landfill site LFG Recovery to power project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,"35,795",Asia,2022-04-05,,
2673,UpEnergy-Social and Climate Impact Programme- Nigeria-1,UpEnergy Group,Energy demand,,VMR0006,Registered,Nigeria,"1,633,731",Africa,2024-04-26,2022-05-07,2029-05-06
2676,Community Carbon Efficient Cooking Programme - Tanzania-1,Community Carbon,Energy demand,,VMR0006,Registered,Tanzania,"933,092",Africa,2023-09-26,2022-04-22,2029-04-21
2664,Installation of High Efficient Cook Stoves by EKI Energy Services Limited,EKI Energy Services Limited,Energy demand,,VMR0006,Registered,India,"211,856",Asia,2022-11-23,2020-02-15,2027-02-14
2659,Ruijing Geothermal Based Space Heating System,"Wanjiang New Energy Group Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0072,Registered,China,"495,289",Asia,2022-10-07,2020-11-01,2030-10-31
2657,SHINE – Distribution of LED Lightbulbs in India-3,Multiple Proponents,Energy demand,,AMS-II.C.,Registered,India,"55,046",Asia,2022-11-29,2020-03-06,2030-03-05
2658,SHINE – Distribution of LED Lightbulbs in India-4,Brightspark Energy Pvt. Ltd.,Energy demand,,AMS-II.C.,Registered,India,"54,629",Asia,2022-11-29,2018-08-12,2028-08-11
2652,HENAN YIYANG AFFORESTATION PROJECT,"Guizhou Qianhe Carbon Technology Co., Ltd",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,"281,673",Asia,2023-09-19,2017-06-01,2077-05-31
2649,HOUSING DECARBONISATION IN THE UNITED KINGDOM,Arctica Partners,Energy demand,,VM0008,Registered,United Kingdom,69,Europe,2023-01-19,2022-07-01,2029-06-30
2645,BALIKESİR LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Turkey,"334,919",Middle East,2022-10-26,2019-10-27,2026-10-26
2639,Feitian 11 & Dabatian CMM Power Generation Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"307,867",Asia,2022-09-22,2021-01-02,2031-01-01
2635,Luohe Geothermal Based Space Heating System,"Wanjiang New Energy Group Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0072,Registered,China,"481,744",Asia,2022-08-15,2020-11-01,2030-10-31
2636,Eastern DRC Cookstove Project - South Kivu,OBEN EAC S.A,Energy demand,,VMR0006,Registered,"Congo, The Democratic Republic of The","189,900",Africa,2022-10-08,2020-06-10,2027-06-09
2623,Komaza Smallholder Farmer Forestry Kenya,Komaza Group Inc.,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Kenya,"286,630",Africa,2023-11-08,2017-05-01,2037-04-30
2619,Tombwe Smallholder Reforestation Project,Tombwe Processing Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Zambia,"56,657",Africa,2024-03-28,2019-10-01,2049-09-30
2616,BQS improved cookstoves for Burundi’s schools,Burundi Quality Stoves S.A.,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Burundi,"187,061",Africa,2022-11-22,,
2614,Lingbi County Wastewater Treatment Plant Project,"Lingbi Chenxin Green Industry Development Co., Ltd",Waste handling and disposal,,AM0080,Registered,China,"67,300",Asia,2022-08-02,2020-02-17,2030-02-16
2615,Jinjia Jiayi CMM Power Generation Project,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,"129,988",Asia,2022-01-31,2020-01-19,2030-01-18
2610,Unitán afforestation and reforestation of grazing lands project,UNITAN SAICA,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Argentina,"7,468",Latin America,2022-12-05,2016-09-16,2056-09-15
2611,CORAZÓN VERDE DEL CHACO PROJECT,Quadriz Paraguay S.A.,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Paraguay,"1,272,472",Latin America,2023-03-21,2020-07-01,2050-06-30
2609,KUAMUT RAINFOREST CONSERVATION PROJECT,Permian Malaysia SDN. BHD,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,Malaysia,"543,049",Asia,2023-04-13,2015-12-11,2045-12-10
2607,Household Energy Efficiency Programme,C-Quest Capital SG India Holdings Private Limited,Energy demand,,VMR0006,Registered,India,"680,100",Asia,2023-01-19,2021-09-17,2031-09-16
2608,SHINE - Distribution of LED lightbulbs in India-2,Multiple Proponents,Energy demand,,AMS-II.C.,Registered,India,"55,082",Asia,2022-02-22,2018-08-12,2028-08-11
2603,Composting of organic waste project in Guangxi,"Guangxi Liyuanbao Science and Technology Co., Ltd.",Waste handling and disposal,,ACM0022,Registered,China,"1,527,835",Asia,2022-07-08,2020-01-06,2027-01-05
2605,İZMIR LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,Turkey,"618,042",Middle East,2022-10-26,2019-10-25,2026-10-24
2606,Fujian Qingliu IFM (conversion of logged to protected forest) Project,"Fujian Qingliu Forestry Co., Ltd.",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,"101,521",Asia,2022-05-16,2017-01-01,2046-12-31
2601,EnviroServ- Chloorkop Landfill Gas Recovery Project,EnviroServ Waste Management,Waste handling and disposal,,ACM0001,Registered,South Africa,"72,643",Africa,2022-04-20,,
2591,Yongkang huachuan MSW landfill site LFG comprehensive utilization project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,"48,363",Asia,2022-10-08,2020-09-09,2030-09-08
2592,Hongya MSW landfill site biogas power generation project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,"52,132",Asia,2022-01-31,2021-04-02,2031-04-01
2593,Botou Hengjie MSW landfill site LFG comprehensive utilization project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.D.; AMS-III.G.,Registered,China,"35,034",Asia,2022-04-21,2020-11-10,2030-11-09
2588,Taiba N’Diaye Wind Power,Parc Eolien Taiba N’Diaye S.A.U,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Senegal,"243,965",Africa,2022-01-25,2019-12-09,2029-12-08
2576,Montes del Este afforestation through high quality timber in degraded grasslands,Fideicomiso Financiero Forestal Montes del Este,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Uruguay,"38,000",Latin America,2023-06-14,2016-10-30,2076-10-29
2571,Renewable Electricity Grouped Project in Africa,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Tanzania,"10,208",Africa,2022-11-09,2021-02-09,2028-02-08
2566,The Serra do Amolar REDD+ Project,Instituto Homem Pantaneiro,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,"90,592",Latin America,2023-04-21,2016-07-01,2046-06-30
2567,Soc Son Waste to Power Plant Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registered,Viet Nam,"544,076",Asia,2023-08-23,2022-07-24,2029-07-23
2565,Yunnan Qiubei Afforestation Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,"135,706",Asia,2022-12-15,2017-06-01,2077-05-31
